,no2_value,intensidad,carga,ocupacion,d2m,t2m,ssr,ssrd,u10,v10,sp,tp,wind_speed,wind_direction_deg,wind_dir_sin,wind_dir_cos,wind_speed_ma3,wind_speed_ma6,wind_speed_ma24,t2m_ma6,t2m_ma24,d2m_ma6,d2m_ma24,sp_ma6,sp_ma24,sp_ma72,u10_ma6,u10_ma24,v10_ma6,v10_ma24,wind_speed_ewm3,t2m_ewm6,d2m_ewm6,sp_ewm12,u10_ewm6,v10_ewm6,ssr_sum24,ssrd_sum24,tp_sum6,tp_sum24,wind_dir_sin_ma6,wind_dir_sin_ma24,wind_dir_cos_ma6,wind_dir_cos_ma24,wind_dir_deg_ma6,wind_dir_deg_ma24,intensidad_lag1,intensidad_lag2,intensidad_lag3,intensidad_lag4,intensidad_lag6,intensidad_lag8,ocupacion_lag1,ocupacion_lag2,ocupacion_lag3,ocupacion_lag4,ocupacion_lag6,ocupacion_lag8,carga_lag1,carga_lag2,carga_lag3,carga_lag4,carga_lag6,carga_lag8
wind_dir_deg_ma6,-0.15218646955425136,0.10151225858679902,0.10278389504541928,0.10377698509723239,-0.05860226935598226,0.034181626262106767,0.16589708530118666,0.16600277830557636,0.6861424928865459,0.2846982480945913,-0.20555490381536326,0.12566578432182235,0.03691833191202861,0.994968525160525,-0.7073927465281789,-0.21051282380918349,0.036918034892118076,0.03680679122928846,0.03924196715597756,0.03437508253422918,0.04421015936309884,-0.05854824383165834,-0.051918783714673455,-0.2055467608089243,-0.20411678807346706,-0.19748916086928664,0.6863876963861039,0.6747532421017538,0.2856618550859333,0.3257420355625283,0.03740946731645307,0.039623342377729326,-0.05471302828655825,-0.20310121099220377,0.6843165722961746,0.3118853850465425,0.16054204473393077,0.16069229548699931,0.12500473436208176,0.12092415070504299,-0.7076884709883676,-0.6912044561897811,-0.2124446980948104,-0.2775822700370811,1.0,0.819818912632018,0.11057748046696608,0.07078708244247668,0.06766670920311615,0.0660292619801366,0.09283543260753153,0.09381237283270195,0.1199465044411208,0.06098323469215198,0.09916146394072331,0.07740995852561881,0.0934692009260103,0.08134241049852216,0.12165495042734638,0.07574092988720797,0.08660941919234649,0.07220436921680712,0.09580736301167916,0.09203701017798746
wind_dir_deg_ma24,-0.14495032282518686,0.0671432677907792,0.06884848188919866,0.07222563863551565,-0.05948227233284325,0.013926388840161032,0.14960558475654007,0.14966161894808688,0.6535246189037329,0.2452622408899916,-0.2093628873492017,0.1189205047057261,0.035859087887898905,0.8165614762503569,-0.6718283869427792,-0.15717584546391594,0.035858773812590276,0.03558947077359558,0.033244107119531,0.01431765304792514,0.03271475216496766,-0.05948367704776084,-0.055076038911922094,-0.20944812725183726,-0.20995092730179832,-0.20444372983680734,0.6547374750947305,0.6855444997629668,0.24611064361521914,0.29277948223156103,0.035153044176481484,0.024845908328984558,-0.0569073722380881,-0.20901374714413862,0.6769704267042547,0.2763716225980167,0.16586836706638497,0.16596149094579646,0.11892786276990396,0.12373767283721301,-0.6735039907341329,-0.7075965750331673,-0.15876799047746673,-0.23501347654234342,0.819818912632018,1.0,0.09132221777188262,0.0557745089619864,0.05198205266309889,0.04748197503084134,0.07189016066413685,0.06991111476040184,0.09311922819739511,0.03134944403165464,0.07276518977073769,0.051490390012902655,0.06879779710114596,0.05870038747485388,0.09510498625263492,0.05327082580263875,0.06527957468310785,0.04885762794772639,0.07241206383174018,0.06834124275270205
intensidad_lag1,0.27767728560052535,0.656783573769501,0.6615125998856906,0.6661853343733568,-0.09946205324737802,0.17165231218469257,0.48206303045189564,0.4803205386608173,0.13634272681195275,0.18576457750085276,-0.21184298996373693,0.22882542650346452,0.13176976341848934,0.11153471889335412,-0.09026912402910697,-0.21475564413619727,0.13177010679570444,0.13168319498038283,0.12167482428789421,0.17147113888146187,0.15925362687414263,-0.09934968680263291,-0.0942522528479622,-0.21184996742988477,-0.21046275685083515,-0.19290631337201677,0.13620289442827307,0.12381864667415246,0.1859707680031536,0.19274065085382958,0.1309942609685773,0.16224673444341234,-0.09630483885346776,-0.20707692070204872,0.12864095197095474,0.19099160410911872,0.3805157040115211,0.37841184000114153,0.2294755688333184,0.16484080550427352,-0.08963006740315557,-0.06703502387923126,-0.21538449497302253,-0.2245476502689476,0.11057748046696608,0.09132221777188262,1.0,0.8426134766440114,0.6887330559584176,0.637803673244339,0.5093990051240229,0.6505061159936121,0.8158938904155936,0.6853664927107065,0.6647517919780004,0.6411630678111728,0.6124999676688605,0.5833734526175681,0.949517186090365,0.8473674797448162,0.7563755981628664,0.6177496530338444,0.5653971379932375,0.6734614443081877
intensidad_lag2,0.2246395697487276,0.5156326659223782,0.5234514423707363,0.5287460069362314,-0.07970783388866247,0.057957554311884554,0.2874060721093364,0.285906176303045,0.10027632435622678,0.14865294020733147,-0.22067813652480545,0.17666290159540446,0.08193777572075701,0.07177346021217004,-0.05654336611396278,-0.1621372986059494,0.08193760181271892,0.08184439528107847,0.0718472261347612,0.05758664240844701,0.03787079839105456,-0.07965778512892524,-0.07779576130373463,-0.22073213175916426,-0.22220858339261731,-0.21492646250606492,0.10011563679434,0.08884703655417549,0.1486299032415988,0.14470319491033545,0.08073106751151475,0.044237450144554796,-0.07875780342775394,-0.22103501122091146,0.09359605000262104,0.14716576411943977,0.17304884448804028,0.1712066624268978,0.17684692027954035,0.1134865196582426,-0.05596928875186337,-0.04038559823154304,-0.16248751492879265,-0.1589321458404898,0.07078708244247668,0.0557745089619864,0.8426134766440114,1.0,0.5158027707824363,0.40396786108686045,0.5410705913069049,0.5052172109477902,0.5908916767969029,0.6543792653280872,0.606313713745831,0.41521090432951735,0.5266251303734436,0.4483364569730686,0.7283742538111814,0.9385451890602416,0.5815200328217588,0.3663236215311159,0.5467258995030255,0.5157918475411338
intensidad_lag3,0.3294870843549944,0.4993730863013941,0.5230766941155441,0.5498917324780885,-0.11971489592886428,0.055434239050422614,0.3143362042438469,0.3141800989736903,0.08405190897415928,0.12615341586149417,-0.23266969014747677,0.18552390891621887,0.07668653062749826,0.06821668404700866,-0.05325064886033743,-0.14963861739088322,0.07668650237611253,0.07663403353858557,0.06797412812642135,0.055131731664260324,0.03931044666889685,-0.11968185316424904,-0.11641622299166472,-0.23270544359123604,-0.2328599491318635,-0.22342515073429475,0.08400694005030081,0.07336486335341162,0.1261608931487075,0.12567230333884175,0.07579044829562759,0.04405835119418004,-0.11793608996294828,-0.23130652917545055,0.07775092207775879,0.12664681134885966,0.22668275557243134,0.2262935976524562,0.1873892205411094,0.13887122910325772,-0.05286538534394985,-0.035704416437743226,-0.15004018548140644,-0.1506999740758091,0.06766670920311615,0.05198205266309889,0.6887330559584176,0.5158027707824363,1.0,0.8197396631169384,0.08468169878125799,0.7175562874377562,0.5327745469460038,0.39029535217618005,0.5538428797431619,0.771344455169441,0.3090245394653803,0.5706779348183671,0.6634898463495169,0.5189413630048436,0.9605342601860144,0.7700697612396858,0.1784036952333871,0.7319668790338562
intensidad_lag4,0.30526144074352923,0.4874408104178809,0.5159839487066088,0.5477645525457798,-0.10528081835657595,0.11584674028235085,0.3354043904190368,0.33502683534196426,0.07719358113611909,0.1166325505099223,-0.15240710307135735,0.13546247379416448,0.061496742678031555,0.06716400463806022,-0.05088376653407439,-0.14168013209329852,0.06149632454550101,0.06129904198752988,0.051241191870662214,0.11558010324590172,0.09850338859757396,-0.10524143818886207,-0.10202361432000509,-0.1524327823519135,-0.15297891971510794,-0.14224476533975317,0.07704478495270418,0.06569087923598178,0.1166473598503118,0.1153283595748706,0.060105679480081255,0.10395458181498418,-0.10346606244551847,-0.1508332492443965,0.07017902010745736,0.11663370456862618,0.23315242432381644,0.23249085091078578,0.13243670061738658,0.07426584386063255,-0.05053494711538287,-0.03248374411139889,-0.14172177085858645,-0.14057109069236218,0.0660292619801366,0.04748197503084134,0.637803673244339,0.40396786108686045,0.8197396631169384,1.0,0.13591555811304157,0.6916313317825302,0.4767565905903208,0.3776374660151492,0.4096231494775151,0.8861506497803632,0.3993128819006352,0.535539979227234,0.6208599934171873,0.418006238221787,0.7863111680747948,0.9583240638015195,0.2392541990893198,0.6856987977460398
intensidad_lag6,0.11557293340277462,0.6364214547334869,0.6111537064994177,0.5776214428902062,0.009623079750382298,0.18149578994858773,0.37955593339385235,0.37830716656737884,0.1390575185356687,0.17993833844985957,0.03328788141447254,0.1772320065788131,0.07427750012504997,0.09351595658668242,-0.08379042476874186,-0.20038685128314432,0.07427723005943503,0.07403601698054577,0.05951168100604877,0.1816252891888528,0.16640194920987217,0.00964835518987933,0.013224795521849814,0.03332551117296579,0.03310868162246494,0.044239317016952946,0.1389885644672909,0.12756979813410851,0.1802009820159535,0.1823412896600589,0.07177352846766606,0.17092488497522945,0.012064533886853494,0.03566855091317858,0.1320224494128861,0.18207890934703644,0.25687738191988374,0.2551006975033188,0.17385191760356933,0.09576085432046294,-0.0835802906657703,-0.06723354252691614,-0.20084450961325367,-0.20317675426370316,0.09283543260753153,0.07189016066413685,0.5093990051240229,0.5410705913069049,0.08468169878125799,0.13591555811304157,1.0,0.47795373089359544,0.6008661660411088,0.6449244267785863,0.626781615533792,0.2207331043831885,0.8712546163242306,0.5931246561413462,0.5676748276377412,0.6386575093717913,0.2270883755501112,0.18326359511939513,0.9719555981176308,0.5189626407477193
intensidad_lag8,0.3472308830796897,0.6836818603915423,0.6905745658740385,0.6895205693447923,-0.10858513116812024,0.048068926274737765,0.39573016581172143,0.39412583197525425,0.12514789983873645,0.16684910633248387,-0.05905848023988683,0.25963983141760333,0.0895125812130211,0.0940512827095381,-0.07949195875534462,-0.1989153552762165,0.08951269774307476,0.08927781747420602,0.07331327095678407,0.04796346155222527,0.026214978402265988,-0.108597221154417,-0.10537953365088631,-0.05899540962122114,-0.05989789336757017,-0.048818983453177395,0.1251034711971621,0.1128748983978117,0.16705117508483552,0.16631998116876512,0.08679550865675573,0.03249155349586214,-0.1070514096821874,-0.0577846819977503,0.11768938984472767,0.1672299069944739,0.2630158134857585,0.2608403626918982,0.259702951926599,0.18096149754456475,-0.07914173863004421,-0.05968231237143341,-0.19936708440536083,-0.1978424585686127,0.09381237283270195,0.06991111476040184,0.6505061159936121,0.5052172109477902,0.7175562874377562,0.6916313317825302,0.47795373089359544,1.0,0.6371342225620337,0.48524963894476336,0.6648514539179371,0.6960479076943835,0.5869273722670351,0.7709185343351675,0.7061219081567489,0.5532374508385871,0.7678590842171297,0.681415839381131,0.5192852290085184,0.9486743366719328
ocupacion_lag1,0.21928538673381082,0.7807092243758453,0.760238564633589,0.7413550621471596,-0.08587299603175208,0.1937273538889626,0.5307464167862341,0.5291592834632253,0.1590350331820544,0.2149850445563196,-0.07565671264890207,0.2655263025500077,0.14154141421588504,0.12110831620929424,-0.10011140649794915,-0.24763357303192637,0.14154143677956554,0.14140232875087527,0.12873178779415864,0.19362094831890603,0.18083484720247853,-0.08581509863305298,-0.08024154113510333,-0.0756310690009738,-0.07256339865102793,-0.04944099708502368,0.15886023129833068,0.14257950597225785,0.21520727319513472,0.2233769197467507,0.14011088615755204,0.1835380295568225,-0.08234868763661086,-0.06738352821661835,0.14897713997816225,0.2206943872585893,0.4046549863963608,0.40261464248011214,0.2633427408212997,0.1828716986630859,-0.0995495876026529,-0.07259596412806847,-0.2482097807074806,-0.25993011083404977,0.1199465044411208,0.09311922819739511,0.8158938904155936,0.5908916767969029,0.5327745469460038,0.4767565905903208,0.6008661660411088,0.6371342225620337,1.0,0.7088107278670576,0.720595045992784,0.5693553108979934,0.6989119690111809,0.6438150272918739,0.9054365796614979,0.6853557816162145,0.6381827486899992,0.5266373820843665,0.666397466932271,0.6648452302661755
ocupacion_lag2,0.18375922306000086,0.7064882877499788,0.6911000798957005,0.6702303785302433,0.03589500422904255,0.24585261329989297,0.3819395974904683,0.3811100330220596,0.09196088878394149,0.18400686562421917,-0.09436829965535444,0.16354927539371777,0.08583380132691858,0.0625578903239573,-0.03609632394158318,-0.21161336741170142,0.08583349753531838,0.08555852499105356,0.0709601870673422,0.2452355422588395,0.21710595108966735,0.03608790974676406,0.04061487873003473,-0.0943580373149241,-0.09473327720352598,-0.0837510119789528,0.09159912344596709,0.07254113232219551,0.1838465672397656,0.17388521043806102,0.08349941753427814,0.22713859325447242,0.039346917038133804,-0.09221656610557173,0.08004499095255671,0.17849973569056898,0.22842992160991235,0.2273050352664545,0.15870469828809716,0.07301556490068749,-0.035568083074406794,-0.01228453193618916,-0.21137397295825755,-0.20144729760947097,0.06098323469215198,0.03134944403165464,0.6853664927107065,0.6543792653280872,0.39029535217618005,0.3776374660151492,0.6449244267785863,0.48524963894476336,0.7088107278670576,1.0,0.7323498483917116,0.45566989780785194,0.6963194082604558,0.7219981541268287,0.721890669805879,0.8258680309715686,0.49664785813524476,0.42826394531549883,0.6860523388827113,0.6067675606873684
ocupacion_lag3,0.23489085477342317,0.7512464326528117,0.7417015674042371,0.72505007801174,-0.02560980746556554,0.17790412952788434,0.44381475664484976,0.4425736277602015,0.14730557712939427,0.22062249195032424,-0.10240513507782713,0.24503002121221418,0.10889903149338839,0.09993215909410108,-0.08051589274540646,-0.24776126128952847,0.10889874503447763,0.10874996271909793,0.0925585978552916,0.17770181076081532,0.15626700121061676,-0.025528860742435468,-0.01930887786629697,-0.10243775834285068,-0.10201555141209434,-0.08777503595541579,0.14717139868724935,0.12927549172498756,0.22068936229376845,0.21873063783833632,0.10645360582871807,0.1627697725995269,-0.021599685226716996,-0.09898526293204547,0.13646950201750727,0.22030426976997125,0.29493609491035133,0.2931778134824261,0.2429015792464484,0.15509395403024692,-0.0801943329863165,-0.055127563387686485,-0.24810814922990457,-0.24777899747739535,0.09916146394072331,0.07276518977073769,0.6647517919780004,0.606313713745831,0.5538428797431619,0.4096231494775151,0.626781615533792,0.6648514539179371,0.720595045992784,0.7323498483917116,1.0,0.5039337085060642,0.6448217330014119,0.7737761051891121,0.7228712879497371,0.6941726812590815,0.6812039771072945,0.4590489776099894,0.658264465799549,0.7058015644550233
ocupacion_lag4,0.2994188522630277,0.6173049386079056,0.6320753438675254,0.642314199902125,-0.11326991173974156,0.15130195540666663,0.416082592112757,0.41560965215612716,0.09993216441197363,0.1500170743217734,-0.11672732228735704,0.16239903845519277,0.07280459717825598,0.07900021588550434,-0.0614653315731202,-0.1740712275597938,0.07280444376653637,0.07254854886613836,0.059981426925487774,0.15108681534058055,0.1284453117068034,-0.11327819983120621,-0.10829475798287261,-0.11675093461717193,-0.1174701862753456,-0.10456475942429234,0.09974911584847253,0.08415854720956362,0.15007983109532372,0.14631674529908606,0.07085799490192571,0.1356540386463334,-0.11033574316204414,-0.1147026080164302,0.09020072064223929,0.14852275762790357,0.2808171435435948,0.27994776550832184,0.15795893428960647,0.08121878805003796,-0.061108744736472514,-0.03847202582489921,-0.17423372758540845,-0.1705375542202554,0.07740995852561881,0.051490390012902655,0.6411630678111728,0.41521090432951735,0.771344455169441,0.8861506497803632,0.2207331043831885,0.6960479076943835,0.5693553108979934,0.45566989780785194,0.5039337085060642,1.0,0.4741290267406461,0.5640612558455116,0.6698171450101169,0.46237231651290045,0.7798827812445221,0.9518494453068,0.34181411530583944,0.6944376875843767
ocupacion_lag6,0.1774442048818369,0.7349518224866048,0.7190037516959162,0.6999200612855454,-0.013083024882731869,0.21042845100857413,0.42475631163641575,0.42382336702694734,0.139881200882478,0.20089198852846782,-0.00914061124354485,0.19292661339872755,0.08200679222919964,0.09376982379054999,-0.08132641272527441,-0.22506561928324512,0.08200664564225395,0.08174376984200245,0.06620452741799604,0.21039869797128974,0.19176975985493064,-0.013020372756903403,-0.00817830172235679,-0.009087411412005923,-0.0094157195355598,0.003983486109163589,0.13987439640805724,0.12633505423422767,0.20115877624274467,0.20344163516223815,0.0794501210919402,0.19760404309014334,-0.009896998429971772,-0.006452687913502886,0.13161828565092204,0.20327081365725388,0.29011835910352163,0.2887044495356684,0.1896814551663114,0.10760318180260567,-0.08126219028680771,-0.060897885580235046,-0.22542458167739535,-0.22801647780713374,0.0934692009260103,0.06879779710114596,0.6124999676688605,0.5266251303734436,0.3090245394653803,0.3993128819006352,0.8712546163242306,0.5869273722670351,0.6989119690111809,0.6963194082604558,0.6448217330014119,0.4741290267406461,1.0,0.6493796515032813,0.6837354274056879,0.6195791838555063,0.4323407406019984,0.45064123912249493,0.9376386465478184,0.6271056612028155
ocupacion_lag8,0.26153323164051123,0.6977598285262429,0.694018137169709,0.6900096787418577,0.030120466508986705,0.2161158028388304,0.4216093764330638,0.4206908793140234,0.1068289607126467,0.1750069027023079,-0.08418130856463532,0.2075483649149994,0.08959063770530117,0.081945788415416,-0.05713760429976147,-0.21208063008784886,0.08959061043286307,0.08945578248047546,0.07509857319898561,0.21623642658224349,0.197750259037721,0.0301731806285932,0.03396080454576177,-0.08414569397272369,-0.08493467153639617,-0.07502927208384617,0.10673793784173052,0.09417824578353666,0.17528828129498647,0.17401089214501828,0.08730281716935356,0.20374183562039652,0.03284109311961343,-0.08293782788157854,0.09913740221358415,0.17533453269715665,0.30428443558006213,0.30303735998265074,0.2054235445051281,0.1335426299740863,-0.0567032811510811,-0.03760089877443158,-0.21259729962574483,-0.21110605843982472,0.08134241049852216,0.05870038747485388,0.5833734526175681,0.4483364569730686,0.5706779348183671,0.535539979227234,0.5931246561413462,0.7709185343351675,0.6438150272918739,0.7219981541268287,0.7737761051891121,0.5640612558455116,0.6493796515032813,1.0,0.6476098298002775,0.5994063027340775,0.6325661641570824,0.5536632337854294,0.6255503824146014,0.8852992995959071
carga_lag1,0.28401985057863777,0.7669267270262881,0.7634383333739444,0.751331252108134,-0.09820856918215147,0.20189150594237742,0.5432237842308831,0.5414933084907538,0.15429672061930644,0.21056049629108098,-0.14831561032053642,0.26033721587904024,0.14007433356484952,0.12293299142642772,-0.10101174297643734,-0.24331095849308057,0.14007467458076775,0.13984364043518152,0.12583564240992742,0.2016827159046365,0.18608706010053883,-0.09809249081021182,-0.09128481956035027,-0.14827879192013932,-0.14565373574926996,-0.1239998220184123,0.1540613751760474,0.1370582529559483,0.21081051205004137,0.21748045761150805,0.13839750014532648,0.1899421387262498,-0.0938891679769967,-0.14114868268720118,0.1436427640676641,0.21551221034032483,0.4082072118132219,0.4060425892297777,0.25812696668105223,0.17483698849958484,-0.10027750846527682,-0.07185942357089102,-0.24390406211096932,-0.2525246780547381,0.12165495042734638,0.09510498625263492,0.949517186090365,0.7283742538111814,0.6634898463495169,0.6208599934171873,0.5676748276377412,0.7061219081567489,0.9054365796614979,0.721890669805879,0.7228712879497371,0.6698171450101169,0.6837354274056879,0.6476098298002775,1.0,0.7931698184871795,0.7589152556680702,0.6409399910858226,0.6322630796700881,0.7279819772490963
carga_lag2,0.23826937916170343,0.6421573163168444,0.6422855154486187,0.631864237189629,-0.042845784323504145,0.13905357613954597,0.3537229135824297,0.3524306294918939,0.1081461770835955,0.16858229306034575,-0.18425674558739122,0.1843504401270294,0.09216037266956745,0.07700110229279941,-0.057816497911292494,-0.19063878060962955,0.09216012152265877,0.09192720912292729,0.07796919728164103,0.13853207137718437,0.1126083519327821,-0.04280041047215554,-0.04029916728736611,-0.18433206692481577,-0.18589874022224012,-0.17575797767130044,0.10791878643378526,0.09203175839044292,0.16851570498320942,0.16165523033847828,0.09011392258846594,0.12125945505886074,-0.04118525723908093,-0.18382994225205593,0.09846533049367275,0.1650726584747099,0.201876172970989,0.20024832948687157,0.18185913443550775,0.09668802222785162,-0.05719040816550996,-0.036693759411902935,-0.19081853418373623,-0.18353441140202953,0.07574092988720797,0.05327082580263875,0.8473674797448162,0.9385451890602416,0.5189413630048436,0.418006238221787,0.6386575093717913,0.5532374508385871,0.6853557816162145,0.8258680309715686,0.6941726812590815,0.46237231651290045,0.6195791838555063,0.5994063027340775,0.7931698184871795,1.0,0.6099046200263218,0.41070936051272067,0.6474631287874613,0.6228219912209396
carga_lag3,0.3459314350287813,0.6212881804084089,0.6401744613785145,0.6554693549975146,-0.10512186256903307,0.10316767384164918,0.3884576791399036,0.3880910755787767,0.11038995608518082,0.16437109744570358,-0.20895359563365656,0.22213266105429064,0.0908083307649728,0.08712127765363982,-0.06774610380802437,-0.19052409757229674,0.09080827198346766,0.0906921756818482,0.07889861070677705,0.10279187483925069,0.08334477833197464,-0.10505377686858099,-0.10034901327981188,-0.2089825723960932,-0.20940162568991022,-0.19786864381932232,0.11030952445297873,0.09652625613348664,0.1643724325322837,0.16313954297350394,0.0893095525356618,0.08925734391341508,-0.10233887108909986,-0.20728669421006535,0.10210422558660288,0.1644575044131204,0.26727975177081065,0.2665692481080235,0.22336088089537662,0.15384150116122783,-0.0673591983135701,-0.04610348400171675,-0.190904399988405,-0.19102729226577692,0.08660941919234649,0.06527957468310785,0.7563755981628664,0.5815200328217588,0.9605342601860144,0.7863111680747948,0.2270883755501112,0.7678590842171297,0.6381827486899992,0.49664785813524476,0.6812039771072945,0.7798827812445221,0.4323407406019984,0.6325661641570824,0.7589152556680702,0.6099046200263218,1.0,0.7615493780524317,0.31812375317862185,0.7843843854060233
carga_lag4,0.293535907146294,0.5663873504564975,0.585811478507831,0.6013212763048579,-0.1063820586257619,0.15605634049207867,0.39458480189725337,0.3941229171690329,0.08955279896754813,0.135297893266626,-0.1116816651858443,0.1426578197589558,0.06716423754985826,0.07360188943363834,-0.05637370256465937,-0.16097496833438332,0.06716388309658326,0.0668494858182558,0.054531424043679,0.15580138240083302,0.1355989528193822,-0.10633533598493329,-0.1018581822044461,-0.11170205772490514,-0.11218880908544035,-0.09892404593086933,0.08936745913369804,0.07511842644958146,0.1353287739517231,0.13269907447260354,0.06518266378026852,0.14206192022319772,-0.10370356913952189,-0.1092958585045194,0.08065254924272086,0.1344335679600697,0.26828688664312045,0.26744995544878125,0.1374435046517455,0.06497079829630258,-0.05606199995479815,-0.03477722870573335,-0.16095417417044475,-0.15832054923105568,0.07220436921680712,0.04885762794772639,0.6177496530338444,0.3663236215311159,0.7700697612396858,0.9583240638015195,0.18326359511939513,0.681415839381131,0.5266373820843665,0.42826394531549883,0.4590489776099894,0.9518494453068,0.45064123912249493,0.5536632337854294,0.6409399910858226,0.41070936051272067,0.7615493780524317,1.0,0.30335225184977777,0.6789533023246276
carga_lag6,0.14058530943267114,0.7095805350306061,0.6842444176116416,0.6519331324707602,-0.0026563321996061107,0.19974407077639944,0.4110904508288915,0.4100320098475046,0.14410931403131777,0.19309725643906256,0.021289758110307488,0.18859117966549876,0.08102997662547347,0.09650324824832938,-0.08487901346157427,-0.21513914854740168,0.08102980465535865,0.08076737802982642,0.0651076354632042,0.19987080424036285,0.18220122258610436,-0.002621916052008775,0.0011618564841717163,0.021327952013795164,0.0208839046578134,0.033901574137702985,0.14404692816993458,0.13123485660996442,0.19338167345773422,0.19489445329141433,0.07837206719646017,0.18754820778771336,-9.184872430276752e-05,0.02388423394648604,0.13621340007355162,0.19493766766520645,0.2766596848572664,0.2750818933216155,0.18503913516371462,0.10080479852572823,-0.08464901112986634,-0.0662361436547079,-0.21563121903897978,-0.2172981231187438,0.09580736301167916,0.07241206383174018,0.5653971379932375,0.5467258995030255,0.1784036952333871,0.2392541990893198,0.9719555981176308,0.5192852290085184,0.666397466932271,0.6860523388827113,0.658264465799549,0.34181411530583944,0.9376386465478184,0.6255503824146014,0.6322630796700881,0.6474631287874613,0.31812375317862185,0.30335225184977777,1.0,0.5631946807658597
carga_lag8,0.3386007217330219,0.711463573214242,0.7184442709016189,0.7172792435070326,-0.05288642773151227,0.12262413915096958,0.417667164399749,0.41640343811220815,0.12147460563715116,0.1698507732250508,-0.0894098102670742,0.24402710853530046,0.09175917101993003,0.0921904201652899,-0.07544714324360562,-0.2058628303295164,0.09175929455335284,0.0915106116271363,0.07590220164530642,0.12252006316384383,0.10055004129122935,-0.052866490605332564,-0.049007611937520214,-0.08933417197647696,-0.09031488404751077,-0.07910023471990743,0.1214137634182936,0.10858380112979202,0.17008509681815287,0.1691015397681637,0.08914994308785525,0.10729376260322607,-0.050527935411546425,-0.08820268674429896,0.11362312733366565,0.17014300582540506,0.28623466062975156,0.2845087275943027,0.2433872914363699,0.16522855205325707,-0.07506871102467369,-0.05498788924487788,-0.20632269977951334,-0.2044901555755143,0.09203701017798746,0.06834124275270205,0.6734614443081877,0.5157918475411338,0.7319668790338562,0.6856987977460398,0.5189626407477193,0.9486743366719328,0.6648452302661755,0.6067675606873684,0.7058015644550233,0.6944376875843767,0.6271056612028155,0.8852992995959071,0.7279819772490963,0.6228219912209396,0.7843843854060233,0.6789533023246276,0.5631946807658597,1.0
